Event_id,Timestamp,Src_ip,Dst_ip,Src_port,Dst_port,Protocol,Action,Bytes_sent,Bytes_received,Packet_count,Connection_duration_sec,Firewall_rule_id,Rule_action,Network_zone_src,Network_zone_dst,Latency_ms,Packet_loss_pct,Cpu_usage_fw_pct,Memory_usage_fw_pct,Concurrent_connections,Nat_translation
FW-20250515-6EXXQFTU,5/15/2025 4:17,172.16.70.119,185.215.13.58,41208,0,ICMP,ALLOW,8820,17525,52,7.04,RULE-3268,accept,dmz,vpn,26.02,1.03,14.9,30.21,9,FALSE
FW-20250429-TY0LM0YE,4/29/2025 14:20,185.242.79.107,185.108.224.56,42991,443,TCP,ALLOW,14998,8966,47,13.58,RULE-6664,accept,cloud,cloud,25.3,0.15,19.01,29.96,10,FALSE
FW-20250504-264YSJU1,5/4/2025 19:27,10.93.204.165,172.16.104.157,48213,443,TCP,ALLOW,10113,6244,32,5.42,RULE-9068,accept,internal,dmz,24.57,1.37,22.87,30.89,6,TRUE
FW-20250610-RIYZPA7A,6/10/2025 21:47,10.116.210.132,185.135.2.136,4160,80,TCP,ALLOW,11434,3232,29,6.69,RULE-7475,accept,management,vpn,19.31,0.63,19.62,29.99,1,FALSE
FW-20250318-V6J91G2Q,3/18/2025 12:08,185.77.134.57,10.27.0.180,3875,53,UDP,ALLOW,6918,15224,44,2.09,RULE-9466,accept,external,management,21.51,0.69,19.06,23.76,1,FALSE
FW-20250522-TJS52XTH,5/22/2025 20:58,185.57.123.194,185.104.136.73,51059,80,TCP,ALLOW,11813,21912,67,15.15,RULE-4935,accept,cloud,vpn,27.05,0.02,24.05,31.28,1,FALSE
FW-20250312-P8ELQOC0,3/12/2025 0:58,10.133.13.37,10.183.69.199,53041,0,ICMP,ALLOW,10228,4944,30,0.2,RULE-6702,accept,management,internal,960.34,10.32,98.84,27.94,11,FALSE
FW-20250706-18CISE5M,7/6/2025 17:18,10.44.16.169,185.182.167.155,49794,8080,TCP,ALLOW,2037492,8774,7202,7.72,RULE-9846,accept,management,external,272.4,0.65,92.54,80.45,17810,FALSE
FW-20250402-1L0HB1PY,4/2/2025 22:15,10.187.208.234,185.22.80.11,26763,8080,TCP,ALLOW,11733,9050,41,1.64,RULE-1977,accept,internal,external,22.63,1.48,22.83,32.79,12,TRUE
FW-20250604-QT9S3DIF,6/4/2025 20:26,185.241.134.38,185.49.88.37,46101,22,TCP,ALLOW,7953,20899,57,14.32,RULE-3280,accept,external,cloud,23.71,0.27,26.58,33.21,7,FALSE
FW-20250507-4U7DTYME,5/7/2025 9:28,10.52.51.252,185.184.189.236,32487,80,TCP,ALLOW,4004,100,8,6.61,RULE-1653,accept,management,external,23.92,0,24.92,23.77,1,FALSE
FW-20250608-9CP0EZP9,6/8/2025 3:26,10.78.151.131,172.16.68.166,44929,22,TCP,ALLOW,11192,13257,48,10.63,RULE-4437,accept,management,dmz,22.25,0.36,19.01,33.18,17,FALSE
FW-20250303-BS0SCQRE,3/3/2025 20:09,172.16.69.110,172.16.73.80,17973,53,UDP,ALLOW,3194,5917,18,0.1,RULE-6418,accept,dmz,dmz,24.59,0.42,23.65,31.12,1,FALSE
FW-20250414-HCO3H82N,4/14/2025 12:08,10.162.57.121,172.16.32.89,58865,3306,TCP,ALLOW,10964,13112,48,9.58,RULE-2272,accept,internal,dmz,26.9,0.2,18.46,29.2,28,TRUE
FW-20250221-UPMKZ5DF,2/21/2025 12:23,185.79.153.194,185.176.88.24,3402,47281,ICMP,DENY,15777,9517,50,7.93,RULE-6089,drop,external,cloud,17.21,1.04,14.53,20.61,3,FALSE
FW-20250327-PRYULMYH,3/27/2025 15:23,10.134.117.40,172.16.159.141,30460,80,TCP,ALLOW,9857,4513,28,5.5,RULE-5514,accept,internal,dmz,24.2,0.05,25.36,28.33,1,TRUE
FW-20250228-S5MHBONM,2/28/2025 10:50,185.204.46.18,10.113.22.163,53250,53,UDP,ALLOW,16681,15803,64,23.44,RULE-8502,accept,cloud,management,18.06,0,21.21,28.91,9,FALSE
FW-20250519-X1VDMJUZ,5/19/2025 14:58,185.219.127.160,185.216.91.253,25884,3306,TCP,ALLOW,10591,14978,51,0.1,RULE-4897,accept,vpn,cloud,19.9,0.7,17.04,35.84,16,TRUE
FW-20250220-IVP2I8WP,2/20/2025 8:02,185.17.0.219,10.182.166.38,10144,22003,TCP,DENY,17579,14065,63,15.04,RULE-4963,drop,external,management,22.65,0.52,26.85,38.47,1,FALSE
FW-20250225-RZW9R53D,2/25/2025 12:17,10.49.193.35,185.87.226.240,14918,443,TCP,ALLOW,13912,9750,47,9.06,RULE-9485,accept,internal,cloud,16.72,0.4,16.44,25.96,19,TRUE
FW-20250615-N1X1IJQ3,6/15/2025 15:18,10.139.209.143,10.136.237.90,39320,22,TCP,ALLOW,8143,4097,24,0.86,RULE-1174,accept,internal,management,16.8,0.03,23.45,37.98,13,TRUE
FW-20250225-GETKJ8IK,2/25/2025 7:58,10.130.46.146,10.108.24.202,39876,21338,TCP,DENY,14190,22565,73,9.89,RULE-3567,drop,management,internal,30.33,1.52,22.63,27.2,24,FALSE
FW-20250701-WPRS8DYR,7/1/2025 3:19,185.227.151.56,10.170.197.23,55450,22,TCP,ALLOW,22794,12296,70,28.51,RULE-4735,accept,cloud,internal,24.51,0.36,20.52,26.08,1,FALSE
FW-20250302-4V7Z11SJ,3/2/2025 3:54,172.16.179.27,185.49.5.222,32888,53,UDP,ALLOW,13145,16978,60,13.15,RULE-8793,accept,dmz,vpn,27.46,1.01,21.15,34.96,27,FALSE
FW-20250709-6Q1GA5VY,7/9/2025 7:49,10.210.134.84,10.242.188.222,20728,0,ICMP,ALLOW,9981,10350,40,9.49,RULE-3492,accept,management,management,26.61,0,30.43,31.91,4,FALSE
FW-20250316-RXQ2DSMV,3/16/2025 5:48,185.98.79.56,172.16.116.230,16363,8080,TCP,ALLOW,18448,5256,47,8.06,RULE-3185,accept,cloud,dmz,1274.11,11.78,90.79,27.88,13,FALSE
FW-20250506-H0IYPC4E,5/6/2025 9:10,10.88.248.63,10.65.251.39,46482,443,TCP,ALLOW,1028651,23017,10649,8.04,RULE-6073,accept,internal,management,454.72,0.48,96.2,97.51,12664,TRUE
FW-20250413-RRLO7ONG,4/13/2025 2:50,185.99.245.159,185.8.193.121,20795,0,ICMP,ALLOW,15570,16857,64,17.7,RULE-3140,accept,cloud,vpn,17.93,0.25,15.63,17.12,9,FALSE
FW-20250412-8OYYO66I,4/12/2025 5:34,172.16.25.215,10.117.142.74,7831,443,TCP,ALLOW,2079476,21448,13517,20.72,RULE-4533,accept,dmz,internal,398.05,0.42,87.54,95.23,5470,FALSE
FW-20250316-UAGSWKI6,3/16/2025 22:52,172.16.106.226,10.21.24.198,21717,22,TCP,ALLOW,20211,6723,53,5.56,RULE-6140,accept,dmz,management,26.58,0.29,18.82,30.23,20,FALSE
FW-20250219-1U8WM1R8,2/19/2025 1:06,185.248.210.205,10.183.144.218,54424,0,ICMP,ALLOW,6873,5180,24,11.53,RULE-4201,accept,cloud,management,614.3,10.88,93.04,27.3,1,FALSE
FW-20250527-0GRK2YT9,5/27/2025 3:08,10.7.167.27,10.50.39.141,41687,443,TCP,ALLOW,11608,17642,58,6.35,RULE-6765,accept,internal,internal,28.4,0,15.82,26.81,13,TRUE
FW-20250403-QQ8H5QIS,4/3/2025 20:50,10.55.145.16,10.35.251.3,7652,0,ICMP,ALLOW,4725,5516,20,8.65,RULE-7554,accept,internal,internal,24.8,0.59,22.73,36.03,2,TRUE
FW-20250707-38MVZT6X,7/7/2025 6:38,10.3.111.146,10.54.246.76,53152,443,TCP,ALLOW,9767,13476,46,8.95,RULE-1080,accept,management,management,24.08,0,19.34,24.88,1,FALSE
FW-20250520-32A19NET,5/20/2025 18:30,185.149.185.246,10.22.242.194,46808,0,ICMP,ALLOW,11295,13944,50,16.23,RULE-4509,accept,vpn,internal,22.83,0.69,20.71,23.7,29,TRUE
FW-20250401-0EYNCCJO,4/1/2025 23:51,185.227.174.151,185.66.44.132,40481,263,TCP,DENY,9979,18680,18,0.39,RULE-5286,drop,external,vpn,18.5,0.52,19.08,36.43,11,FALSE
FW-20250619-G2N5ZKYT,6/19/2025 18:02,172.16.10.147,185.59.191.174,12280,443,TCP,ALLOW,1540656,10216,18715,0.58,RULE-3957,accept,dmz,vpn,667.87,0.59,90.53,93.14,11169,FALSE
FW-20250504-0USCERJD,5/4/2025 9:55,185.97.255.53,10.82.161.88,57681,753,TCP,DENY,1855,14750,9,0.99,RULE-2074,drop,external,management,22.84,0,24.39,25.95,20,FALSE
FW-20250515-HG6Y5G2S,5/15/2025 10:47,10.234.28.12,185.133.126.125,23537,3306,TCP,ALLOW,12136,12768,49,6.95,RULE-7687,accept,internal,cloud,29.66,1.06,23.11,31.56,1,TRUE
FW-20250503-2T2DBCDF,5/3/2025 2:43,10.198.153.223,185.178.126.202,34847,0,ICMP,ALLOW,4192,20143,48,9.38,RULE-3934,accept,management,external,21.95,0.35,21.48,31,2,FALSE
FW-20250322-M7WZIMWH,3/22/2025 19:59,185.138.44.179,185.0.243.210,59818,22,TCP,ALLOW,14936,11988,53,16.6,RULE-8520,accept,vpn,cloud,21.66,1.23,16.59,35.65,18,TRUE
FW-20250407-CPUWFRFD,4/7/2025 17:16,10.165.36.39,10.152.243.205,59475,80,TCP,ALLOW,8746,12481,42,6.36,RULE-4765,accept,internal,management,19.35,0.34,19.09,37.06,1,TRUE
FW-20250322-K313PYB5,3/22/2025 22:12,172.16.90.136,185.37.49.93,18661,3389,TCP,ALLOW,1812738,12196,7442,7.01,RULE-1389,accept,dmz,vpn,354.66,0.5,99.88,96.99,18701,FALSE
FW-20250525-MFNW6QX9,5/25/2025 10:19,172.16.104.166,172.16.187.251,37998,53,UDP,ALLOW,8885,17865,53,13.42,RULE-9220,accept,dmz,dmz,547.27,21.34,93.2,31.44,22,FALSE
FW-20250612-6M4Y5DDF,6/12/2025 14:53,185.232.230.61,185.120.103.181,18230,22,TCP,ALLOW,9809,8991,37,8.44,RULE-8747,accept,external,external,25.94,0.43,18.9,32.62,15,FALSE
FW-20250221-VZZDHM25,2/21/2025 4:48,185.83.69.127,172.16.137.167,40717,0,ICMP,ALLOW,10706,16756,54,12.19,RULE-3496,accept,cloud,dmz,1035.09,15.71,96.21,36.4,8,FALSE
FW-20250320-HM310TLB,3/20/2025 1:12,10.46.77.159,185.141.26.80,34455,3306,TCP,ALLOW,5452,10935,32,0.1,RULE-7864,accept,management,vpn,10.04,0.67,7.6,25.49,13,FALSE
FW-20250312-EHGFM2TT,3/12/2025 15:29,172.16.190.30,185.208.26.220,20735,0,ICMP,ALLOW,10474,7379,35,5.51,RULE-8679,accept,dmz,external,21.46,0,25.29,32.66,1,FALSE
FW-20250410-X2RBP08N,4/10/2025 15:33,185.38.237.76,10.178.38.83,51400,3389,TCP,ALLOW,8641,8014,33,11.1,RULE-7821,accept,cloud,internal,22.44,0.41,22.02,29.93,8,FALSE
FW-20250328-LDGICKCV,3/28/2025 2:02,10.235.210.204,10.140.85.222,51456,8080,TCP,ALLOW,2609,1674,8,0.1,RULE-1362,accept,management,internal,26.33,0,21.14,29.44,1,FALSE
FW-20250422-CDI3QM7M,4/22/2025 16:43,172.16.220.94,185.136.50.240,27338,0,ICMP,ALLOW,2859373,6522,6130,10.19,RULE-8685,accept,dmz,external,672.56,0.22,85.48,96.79,19049,FALSE
FW-20250621-JJC03SUM,6/21/2025 7:22,10.12.180.61,185.25.88.225,29115,443,TCP,ALLOW,4172,23280,54,18.78,RULE-5356,accept,internal,vpn,27.51,0.23,24.96,32.66,11,TRUE
FW-20250610-OXBHZF4R,6/10/2025 6:54,172.16.25.214,10.134.213.83,58805,867,TCP,DENY,14746,11164,12,0.33,RULE-2098,drop,dmz,management,14.26,0.84,5.71,17.63,9,FALSE
FW-20250626-CA0TH36P,6/26/2025 6:44,10.18.56.16,185.68.220.10,28863,3306,TCP,ALLOW,2204906,8590,9793,6.35,RULE-5122,accept,management,external,584.34,0.24,85.89,97.53,11631,FALSE
FW-20250221-8UE57K1H,2/21/2025 15:16,10.4.194.84,185.172.16.32,12530,22,TCP,ALLOW,13639,27481,82,20.27,RULE-8503,accept,internal,external,1353.65,9.28,99.86,30.85,16,TRUE
FW-20250524-X0WDD4FS,5/24/2025 1:10,185.145.117.50,172.16.49.31,17102,3306,TCP,ALLOW,3409,15251,37,7.44,RULE-9668,accept,vpn,dmz,516.65,13.71,88.71,25.24,6,TRUE
FW-20250510-Y5IONJW1,5/10/2025 21:20,172.16.190.103,185.32.216.236,52128,5432,TCP,ALLOW,11909,4020,31,2.58,RULE-8377,accept,dmz,external,22.05,0.09,21.12,35.84,21,FALSE
FW-20250326-R93IQ2LY,3/26/2025 17:50,185.30.6.51,10.125.56.77,36817,0,ICMP,DENY,5161,3815,17,15.97,RULE-9558,drop,external,internal,22.15,1.36,17.48,37.58,9,FALSE
FW-20250714-M6F9L1S5,7/14/2025 22:36,10.176.48.109,185.111.231.49,7775,5432,TCP,ALLOW,8405,24487,65,11.61,RULE-7694,accept,management,vpn,25.52,1.2,26.55,18.22,2,FALSE
FW-20250427-Y7IBJN23,4/27/2025 1:39,10.25.169.143,172.16.81.63,4689,25,TCP,ALLOW,8589,17213,51,4.93,RULE-1433,accept,internal,dmz,35.07,0.81,23.53,41.54,9,TRUE
FW-20250202-NXZR5K8F,2/2/2025 5:13,172.16.106.24,185.51.83.103,5006,8080,TCP,ALLOW,7396,10311,35,11.06,RULE-4244,accept,dmz,cloud,20.51,0.54,16.91,22.22,15,FALSE
FW-20250510-9P3Q3W9L,5/10/2025 6:58,172.16.252.195,185.223.213.188,59369,25,TCP,ALLOW,10944,10249,42,7.07,RULE-2326,accept,dmz,cloud,15.75,1.07,21.77,39.15,23,FALSE
FW-20250704-ZRBRISD7,7/4/2025 1:44,185.77.59.9,185.7.234.252,61484,53,UDP,ALLOW,12087,9424,43,9.85,RULE-3358,accept,vpn,cloud,881.98,5.2,85.1,31.36,6,TRUE
FW-20250511-04OCXQ3X,5/11/2025 16:44,185.207.210.167,10.234.150.14,31998,0,ICMP,ALLOW,572,16823,34,3.28,RULE-6546,accept,external,management,21.33,0,22.75,22.15,13,FALSE
FW-20250614-RFNSJPBW,6/14/2025 8:46,185.220.42.144,10.32.187.193,54240,53,UDP,ALLOW,5707,4612,20,3.19,RULE-6930,accept,vpn,management,16.48,0.91,15.31,31.57,9,TRUE
FW-20250531-QD0FJIA8,5/31/2025 11:16,172.16.253.169,185.13.179.94,38172,443,TCP,ALLOW,15479,17321,65,13.28,RULE-5504,accept,dmz,external,28.2,0.38,26.57,28.96,7,FALSE
FW-20250526-I491D9J4,5/26/2025 19:01,172.16.59.215,172.16.60.44,64953,80,TCP,ALLOW,9021,12237,42,8.75,RULE-9106,accept,dmz,dmz,24.7,0.93,21.86,38.67,1,FALSE
FW-20250402-JFOBOKYJ,4/2/2025 23:09,185.73.110.88,10.174.245.248,12029,3306,TCP,ALLOW,8009,10288,36,0.1,RULE-2458,accept,vpn,management,18.1,0,16.58,23.89,13,TRUE
FW-20250228-SCREANNS,2/28/2025 4:35,185.113.21.177,185.182.152.111,3447,44071,UDP,DENY,14076,12336,52,13.39,RULE-1873,drop,vpn,vpn,33.45,1.24,35.92,30.14,45,TRUE
FW-20250708-5RTGEZAA,7/8/2025 10:32,10.134.122.111,185.230.43.7,34121,8080,TCP,ALLOW,100,11222,22,4.55,RULE-2755,accept,internal,external,27.67,0.15,15.43,33.74,10,TRUE
FW-20250225-I2XX9RTS,2/25/2025 15:35,185.212.142.93,185.142.233.168,7908,22,TCP,ALLOW,8107,19843,55,8.69,RULE-3615,accept,vpn,vpn,28.29,1.1,18.92,30.47,12,TRUE
FW-20250617-ACE75BOG,6/17/2025 21:57,185.204.50.195,172.16.162.64,29606,443,TCP,ALLOW,3619151,11852,14109,10.25,RULE-3820,accept,cloud,dmz,751.37,0.58,93.32,92.69,19316,FALSE
FW-20250705-GBFJ8PZU,7/5/2025 10:30,185.134.220.59,185.228.218.142,25689,53,UDP,ALLOW,9615,5703,30,6.73,RULE-9510,accept,external,vpn,484.78,7.91,92.32,31.78,1,FALSE
FW-20250622-UEA6TR27,6/22/2025 6:38,10.208.235.4,10.118.193.250,64723,443,TCP,ALLOW,9557,14705,48,13.12,RULE-8430,accept,internal,management,744.66,24.02,94.62,29.58,1,TRUE
FW-20250708-5JQQGO1Y,7/8/2025 3:20,185.230.152.56,172.16.164.105,1563,80,TCP,ALLOW,9795,12634,44,5.81,RULE-3573,accept,external,dmz,28.23,0,25.76,31.36,11,FALSE
FW-20250429-BSD3MTCI,4/29/2025 0:35,185.246.145.67,185.97.147.235,20909,118,TCP,DENY,12732,13671,15,1.68,RULE-2307,drop,vpn,cloud,28.42,0.34,20.06,29,18,TRUE
FW-20250531-WFM5UE9M,5/31/2025 22:08,10.67.23.85,172.16.9.131,44122,53,UDP,ALLOW,10028,2494,25,0.1,RULE-9364,accept,internal,dmz,14.27,0.95,13.39,31.24,16,TRUE
FW-20250323-EYN2XRCV,3/23/2025 16:24,185.207.113.90,185.196.75.135,36929,5432,TCP,ALLOW,21209,21428,85,7.66,RULE-9575,accept,cloud,vpn,22.2,0.27,22.26,28.83,20,FALSE
FW-20250310-IAPKNNFU,3/10/2025 16:06,10.221.154.168,185.158.151.152,44774,443,TCP,ALLOW,15080,6755,43,14.49,RULE-1642,accept,internal,vpn,21,0,20.37,30.21,9,TRUE
FW-20250412-SQ7RVF7E,4/12/2025 17:26,185.255.252.237,10.2.106.193,11603,3389,TCP,ALLOW,4469,24246,57,0.1,RULE-7653,accept,vpn,internal,31.35,1.03,19.36,30.92,20,TRUE
FW-20250225-A8BE61QB,2/25/2025 3:03,185.134.155.89,185.65.160.153,28202,443,TCP,ALLOW,5314,2660,15,5.93,RULE-3034,accept,cloud,external,12.21,0.41,11.12,21.86,1,FALSE
FW-20250222-06A1F0S9,2/22/2025 15:24,185.34.54.96,185.56.80.97,54355,0,ICMP,ALLOW,10344,100,20,3.76,RULE-6139,accept,vpn,vpn,19,0.51,18.18,21.81,1,TRUE
FW-20250206-W46Z8Z0X,2/6/2025 14:14,185.59.210.144,10.117.164.52,21935,22,TCP,ALLOW,7334,100,14,2.42,RULE-2786,accept,vpn,management,18.16,0.4,8.89,29.49,6,TRUE
FW-20250505-H3AUNUMU,5/5/2025 23:29,185.189.3.164,172.16.251.242,20003,356,TCP,DENY,19052,9266,3,0.14,RULE-8127,drop,cloud,dmz,22.09,0.4,14.19,36.21,29,FALSE
FW-20250613-US31PAR9,6/13/2025 20:56,185.160.206.177,172.16.21.30,1663,80,TCP,ALLOW,12110,9087,42,9.82,RULE-4000,accept,cloud,dmz,27.65,0.41,17.59,35.64,1,FALSE
FW-20250509-7EPWKNZO,5/9/2025 7:52,10.207.23.126,10.202.81.3,43312,25,TCP,ALLOW,4133,23346,54,11.68,RULE-4768,accept,internal,internal,27.27,0.03,20.01,30.94,9,TRUE
FW-20250406-VZZARK2C,4/6/2025 23:02,185.94.28.172,185.30.42.116,42675,5432,TCP,ALLOW,9065,16860,51,4.43,RULE-5093,accept,cloud,vpn,32.96,0.25,27.18,21.91,1,FALSE
FW-20250423-PZW0ZLNC,4/23/2025 22:21,185.50.239.77,10.85.47.184,57357,0,ICMP,ALLOW,12929,14116,54,7.14,RULE-4699,accept,cloud,internal,31.69,0.57,26.36,26.45,23,FALSE
FW-20250308-Y6PE1N0G,3/8/2025 11:02,10.3.191.249,10.220.231.240,57228,80,TCP,ALLOW,10068,9464,39,9.85,RULE-8817,accept,internal,internal,19.01,0.44,17.66,30.88,16,TRUE
FW-20250305-DNOR32PO,3/5/2025 0:07,185.71.67.57,10.212.138.110,34835,22,TCP,DENY,14852,7558,44,14.36,RULE-3555,drop,external,internal,17.95,0,10.51,33.73,4,FALSE
FW-20250628-P3YV2ONU,6/28/2025 6:37,185.145.41.239,172.16.47.12,51286,80,TCP,ALLOW,14068,14217,56,19.44,RULE-7282,accept,vpn,dmz,24.25,0,28.18,20.65,4,TRUE
FW-20250705-8OVFG0AU,7/5/2025 15:15,10.2.252.66,10.41.201.199,65162,0,ICMP,ALLOW,12481,15369,55,6.71,RULE-3888,accept,internal,internal,27.4,1.06,17.73,24.3,7,TRUE
FW-20250525-VSOMV4AF,5/25/2025 17:51,185.13.116.253,172.16.99.185,29881,53,UDP,ALLOW,14723,21125,71,15.87,RULE-5042,accept,vpn,dmz,23.68,0.55,31.81,32.15,14,TRUE
FW-20250610-NJOHI0WS,6/10/2025 1:06,172.16.27.231,185.54.165.201,6879,3389,TCP,ALLOW,9729,15025,49,17.17,RULE-8982,accept,dmz,cloud,32.21,0.35,24.38,32.25,14,FALSE
FW-20250407-7U88VMYU,4/7/2025 22:49,172.16.207.143,10.2.79.244,11671,443,TCP,ALLOW,14691,13713,56,16.96,RULE-4411,accept,dmz,internal,18.84,0.15,21.24,34.41,20,FALSE
FW-20250304-VJ8QDB6W,3/4/2025 4:12,172.16.33.69,10.246.32.37,42042,0,ICMP,ALLOW,16716,10623,54,20.43,RULE-8648,accept,dmz,internal,27,0.52,25.2,29.55,1,FALSE
FW-20250309-TOQAJKA6,3/9/2025 23:03,10.35.27.20,185.174.155.236,31703,5432,TCP,ALLOW,10154,22181,64,9.57,RULE-1334,accept,internal,vpn,32.14,0.72,24.94,22.88,16,TRUE
FW-20250517-4ZU1LSBJ,5/17/2025 19:11,172.16.220.143,10.231.187.172,2327,704,ICMP,DENY,4156,1732,19,0.86,RULE-6852,drop,dmz,internal,23.67,0.58,18.07,40.56,1,FALSE
FW-20250707-QX793D59,7/7/2025 22:59,10.229.203.39,185.208.58.195,16559,3306,TCP,ALLOW,1678,320,3,0.1,RULE-7003,accept,management,external,26.21,1.22,20.42,24.31,4,FALSE
FW-20250628-3L2OM34X,6/28/2025 14:29,185.66.70.76,185.77.247.55,10478,0,ICMP,ALLOW,11866,13596,50,5.38,RULE-6264,accept,external,cloud,15.62,1.1,24.03,32.62,24,FALSE
FW-20250519-I1AEOPOM,5/19/2025 20:15,10.64.132.19,185.195.102.43,35370,8080,TCP,ALLOW,3158,12172,30,9.29,RULE-3196,accept,management,vpn,16.72,0.32,17.57,26.97,1,FALSE
FW-20250321-XM66HSO6,3/21/2025 12:54,185.47.234.107,185.182.115.25,1875,80,TCP,ALLOW,12276,12400,49,7.05,RULE-4313,accept,external,external,27.07,0.49,17.13,29.55,37,FALSE
FW-20250629-ILFOJUGK,6/29/2025 9:34,10.125.233.135,185.210.209.170,46750,443,TCP,ALLOW,9881,10189,40,7.69,RULE-1670,accept,management,cloud,612.33,14.37,90.65,30.69,13,FALSE
FW-20250619-RZZFRFPB,6/19/2025 7:54,185.227.89.7,185.32.92.106,39492,3306,TCP,ALLOW,19009,2596,43,8.36,RULE-1936,accept,vpn,external,27.33,0.56,28.88,27.33,20,TRUE
FW-20250223-7GKQF56L,2/23/2025 0:32,185.90.104.80,172.16.208.254,46751,443,TCP,ALLOW,15205,19073,68,18.64,RULE-4829,accept,cloud,dmz,17,0.81,16.64,30.98,1,FALSE
FW-20250711-KPTTL8NV,7/11/2025 20:38,10.206.151.250,172.16.217.226,64783,443,TCP,ALLOW,8035,9084,34,2.64,RULE-6177,accept,internal,dmz,14.53,0,22.61,30.88,10,TRUE
FW-20250617-A84YK31H,6/17/2025 14:47,10.93.105.93,10.41.247.60,19986,22,TCP,ALLOW,12666,6146,37,7.29,RULE-6255,accept,management,internal,33.34,1.2,23.65,29.28,11,FALSE
FW-20250410-OAUSZAED,4/10/2025 10:32,10.172.24.200,172.16.26.199,1075,3389,TCP,ALLOW,9398,16342,51,3.04,RULE-8966,accept,management,dmz,25.57,1.24,22.69,32.49,26,FALSE
FW-20250602-TOLMJS5U,6/2/2025 10:04,10.159.116.30,172.16.31.60,26097,80,TCP,ALLOW,1185,13247,28,2.71,RULE-9953,accept,internal,dmz,22.16,0,11.4,34.64,4,TRUE
FW-20250214-KIJG2WQD,2/14/2025 17:34,172.16.181.53,172.16.173.15,53513,443,TCP,ALLOW,4665543,14119,5627,13.03,RULE-8061,accept,dmz,dmz,583.87,0.38,86.77,95.01,12191,FALSE
FW-20250218-4W0I1AV0,2/18/2025 21:13,185.30.109.220,185.170.208.174,32478,0,ICMP,ALLOW,6424,6206,25,5.72,RULE-7195,accept,vpn,vpn,29.61,0.98,26.7,28.18,1,TRUE
FW-20250618-MCXSWZF2,6/18/2025 13:16,185.32.6.211,185.201.15.73,14822,22,TCP,ALLOW,4875,19556,48,1.55,RULE-5395,accept,external,cloud,21.03,1.31,14.11,29.51,27,FALSE
FW-20250624-E4Q54HBG,6/24/2025 16:52,10.9.22.247,10.176.233.120,30371,80,TCP,ALLOW,15919,18451,68,11.95,RULE-8199,accept,management,management,420.16,7.65,87,24.34,17,FALSE
FW-20250220-JW4EFWUE,2/20/2025 4:36,185.149.109.192,10.106.74.222,30173,0,ICMP,ALLOW,3257297,14170,15352,1.08,RULE-9707,accept,vpn,internal,731.84,0.31,85.85,92.05,18908,TRUE
FW-20250204-Z2IKIRR1,2/4/2025 22:48,185.69.37.241,10.70.242.51,2220,5432,TCP,ALLOW,7961,5470,26,10.46,RULE-4978,accept,external,management,21.11,0.1,13.37,32.61,16,FALSE
FW-20250312-DO6JSKBN,3/12/2025 22:48,185.159.194.178,10.238.177.34,56314,0,ICMP,ALLOW,14811,16364,62,14.47,RULE-4000,accept,vpn,management,21.57,0,21.44,29.54,2,TRUE
FW-20250625-AM3U4OB0,6/25/2025 15:36,185.136.47.59,185.80.152.146,57419,3389,TCP,ALLOW,9407,13468,45,11.71,RULE-4992,accept,vpn,vpn,16.68,0.07,19.06,32.65,11,TRUE
FW-20250526-XI0WHME1,5/26/2025 8:03,185.46.194.52,185.49.185.27,4206,5432,TCP,ALLOW,17704,6792,48,17.7,RULE-4541,accept,vpn,external,19.74,0.64,18.65,27.52,21,TRUE
FW-20250312-O2UJLKT5,3/12/2025 17:36,185.99.189.145,10.101.24.175,52245,0,ICMP,ALLOW,9055,10682,39,9.56,RULE-6890,accept,cloud,management,21.21,0.18,19.07,33.88,21,FALSE
FW-20250316-TVU5K45R,3/16/2025 11:42,185.44.195.91,185.143.231.122,23470,443,TCP,ALLOW,8718,15907,49,6.26,RULE-5666,accept,vpn,cloud,26.63,0.8,16.46,35.81,15,TRUE
FW-20250424-8XL0NAW6,4/24/2025 11:21,172.16.181.133,10.12.62.90,56627,8080,TCP,ALLOW,12982,19205,64,26.7,RULE-6207,accept,dmz,management,21.97,2.05,27.34,38.08,34,FALSE
FW-20250411-GPMEVGRQ,4/11/2025 23:15,185.245.242.223,185.191.147.91,39846,80,TCP,ALLOW,7455,7014,28,4.96,RULE-2026,accept,vpn,vpn,23.46,0,22.85,25.62,1,TRUE
FW-20250203-TGFKDNRY,2/3/2025 5:14,10.216.243.123,185.21.70.20,47686,0,ICMP,ALLOW,14124,16491,61,6.82,RULE-2285,accept,management,cloud,19.92,1.16,32,33.11,22,FALSE
FW-20250219-T7WGQNXI,2/19/2025 13:00,10.10.97.146,10.172.12.63,47662,5432,TCP,ALLOW,2430,9751,24,0.1,RULE-8135,accept,management,management,29.36,0.69,29.91,32.11,13,FALSE
FW-20250421-MREFQVJE,4/21/2025 12:27,10.183.121.80,172.16.143.201,3178,3389,TCP,ALLOW,9602,7282,33,11.13,RULE-5263,accept,internal,dmz,13.19,0,23.59,28.9,1,TRUE
FW-20250702-W32M5JUN,7/2/2025 10:52,10.63.185.168,10.66.118.107,33598,5432,TCP,ALLOW,6835,19841,53,12.11,RULE-1016,accept,management,management,21.6,1.54,17.98,28.94,12,FALSE
